name	term	lev	seq	value
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000019457	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000019545	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000020061	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000020947	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000022559	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000022702	1
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000023009	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000024146	0
"perinuclear region of cytoplasm"	GO:0048471	2	ENSAPEG00000024343	0
"COP9 signalosome"	GO:0008180	3	ENSAPEG00000002579	0
"COP9 signalosome"	GO:0008180	3	ENSAPEG00000005079	0
"COP9 signalosome"	GO:0008180	3	ENSAPEG00000008060	0
"COP9 signalosome"	GO:0008180	3	ENSAPEG00000009463	0
"COP9 signalosome"	GO:0008180	3	ENSAPEG00000011411	0
"COP9 signalosome"	GO:0008180	3	ENSAPEG00000020811	0
"microtubule"	GO:0005874	5	ENSAPEG00000000194	0
"microtubule"	GO:0005874	5	ENSAPEG00000000196	0
"microtubule"	GO:0005874	5	ENSAPEG00000000472	0
"microtubule"	GO:0005874	5	ENSAPEG00000000528	0
"microtubule"	GO:0005874	5	ENSAPEG00000001068	0
"microtubule"	GO:0005874	5	ENSAPEG00000001517	0
"microtubule"	GO:0005874	5	ENSAPEG00000001860	0
"microtubule"	GO:0005874	5	ENSAPEG00000002513	1
"microtubule"	GO:0005874	5	ENSAPEG00000002920	0
"microtubule"	GO:0005874	5	ENSAPEG00000002928	0
"microtubule"	GO:0005874	5	ENSAPEG00000003154	0
"microtubule"	GO:0005874	5	ENSAPEG00000003179	0
"microtubule"	GO:0005874	5	ENSAPEG00000003369	0
"microtubule"	GO:0005874	5	ENSAPEG00000003385	0
"microtubule"	GO:0005874	5	ENSAPEG00000003457	0
"microtubule"	GO:0005874	5	ENSAPEG00000003578	0
"microtubule"	GO:0005874	5	ENSAPEG00000003673	0
"microtubule"	GO:0005874	5	ENSAPEG00000003693	0
"microtubule"	GO:0005874	5	ENSAPEG00000003717	0
"microtubule"	GO:0005874	5	ENSAPEG00000003898	0
"microtubule"	GO:0005874	5	ENSAPEG00000003938	0
"microtubule"	GO:0005874	5	ENSAPEG00000003964	0
"microtubule"	GO:0005874	5	ENSAPEG00000004388	0
"microtubule"	GO:0005874	5	ENSAPEG00000004395	0
"microtubule"	GO:0005874	5	ENSAPEG00000004509	0
"microtubule"	GO:0005874	5	ENSAPEG00000004661	1
"microtubule"	GO:0005874	5	ENSAPEG00000004935	0
"microtubule"	GO:0005874	5	ENSAPEG00000005055	0
"microtubule"	GO:0005874	5	ENSAPEG00000005114	0
"microtubule"	GO:0005874	5	ENSAPEG00000005196	0
"microtubule"	GO:0005874	5	ENSAPEG00000005347	0
"microtubule"	GO:0005874	5	ENSAPEG00000005411	0
"microtubule"	GO:0005874	5	ENSAPEG00000005474	0
"microtubule"	GO:0005874	5	ENSAPEG00000005690	0
"microtubule"	GO:0005874	5	ENSAPEG00000005760	0
"microtubule"	GO:0005874	5	ENSAPEG00000005875	0
"microtubule"	GO:0005874	5	ENSAPEG00000005894	0
"microtubule"	GO:0005874	5	ENSAPEG00000005916	0
"microtubule"	GO:0005874	5	ENSAPEG00000005992	0
"microtubule"	GO:0005874	5	ENSAPEG00000006090	0
"microtubule"	GO:0005874	5	ENSAPEG00000006187	0
"microtubule"	GO:0005874	5	ENSAPEG00000006542	0
"microtubule"	GO:0005874	5	ENSAPEG00000007173	0
"microtubule"	GO:0005874	5	ENSAPEG00000007238	0
"microtubule"	GO:0005874	5	ENSAPEG00000007566	0
"microtubule"	GO:0005874	5	ENSAPEG00000007801	0
"microtubule"	GO:0005874	5	ENSAPEG00000007868	0
"microtubule"	GO:0005874	5	ENSAPEG00000008271	0
"microtubule"	GO:0005874	5	ENSAPEG00000008560	0
"microtubule"	GO:0005874	5	ENSAPEG00000008641	0
"microtubule"	GO:0005874	5	ENSAPEG00000008904	0
"microtubule"	GO:0005874	5	ENSAPEG00000009156	0
"microtubule"	GO:0005874	5	ENSAPEG00000009226	0
"microtubule"	GO:0005874	5	ENSAPEG00000009470	0
"microtubule"	GO:0005874	5	ENSAPEG00000009615	0
"microtubule"	GO:0005874	5	ENSAPEG00000009670	0
"microtubule"	GO:0005874	5	ENSAPEG00000009768	1
"microtubule"	GO:0005874	5	ENSAPEG00000009799	0
"microtubule"	GO:0005874	5	ENSAPEG00000009819	1
"microtubule"	GO:0005874	5	ENSAPEG00000009846	0
"microtubule"	GO:0005874	5	ENSAPEG00000009881	0
"microtubule"	GO:0005874	5	ENSAPEG00000009951	0
"microtubule"	GO:0005874	5	ENSAPEG00000010082	0
"microtubule"	GO:0005874	5	ENSAPEG00000010609	0
"microtubule"	GO:0005874	5	ENSAPEG00000010822	0
"microtubule"	GO:0005874	5	ENSAPEG00000010910	0
"microtubule"	GO:0005874	5	ENSAPEG00000010955	0
"microtubule"	GO:0005874	5	ENSAPEG00000011002	0
"microtubule"	GO:0005874	5	ENSAPEG00000011974	0
"microtubule"	GO:0005874	5	ENSAPEG00000011982	0
"microtubule"	GO:0005874	5	ENSAPEG00000012137	0
"microtubule"	GO:0005874	5	ENSAPEG00000012261	0
"microtubule"	GO:0005874	5	ENSAPEG00000012411	0
"microtubule"	GO:0005874	5	ENSAPEG00000012553	0
"microtubule"	GO:0005874	5	ENSAPEG00000012700	0
"microtubule"	GO:0005874	5	ENSAPEG00000012853	0
"microtubule"	GO:0005874	5	ENSAPEG00000013043	0
"microtubule"	GO:0005874	5	ENSAPEG00000013056	0
"microtubule"	GO:0005874	5	ENSAPEG00000013075	0
"microtubule"	GO:0005874	5	ENSAPEG00000013671	0
"microtubule"	GO:0005874	5	ENSAPEG00000013884	0
"microtubule"	GO:0005874	5	ENSAPEG00000013934	0
"microtubule"	GO:0005874	5	ENSAPEG00000014024	0
"microtubule"	GO:0005874	5	ENSAPEG00000014047	0
"microtubule"	GO:0005874	5	ENSAPEG00000014436	0
"microtubule"	GO:0005874	5	ENSAPEG00000014468	1
"microtubule"	GO:0005874	5	ENSAPEG00000014518	0
"microtubule"	GO:0005874	5	ENSAPEG00000014745	0
"microtubule"	GO:0005874	5	ENSAPEG00000014834	1
"microtubule"	GO:0005874	5	ENSAPEG00000014896	0
"microtubule"	GO:0005874	5	ENSAPEG00000014946	0
"microtubule"	GO:0005874	5	ENSAPEG00000015367	0
"microtubule"	GO:0005874	5	ENSAPEG00000015486	1
"microtubule"	GO:0005874	5	ENSAPEG00000015612	0
"microtubule"	GO:0005874	5	ENSAPEG00000015835	0
"microtubule"	GO:0005874	5	ENSAPEG00000015844	0
"microtubule"	GO:0005874	5	ENSAPEG00000015913	1
"microtubule"	GO:0005874	5	ENSAPEG00000016267	0
"microtubule"	GO:0005874	5	ENSAPEG00000016499	0
"microtubule"	GO:0005874	5	ENSAPEG00000016658	0
"microtubule"	GO:0005874	5	ENSAPEG00000016669	1
"microtubule"	GO:0005874	5	ENSAPEG00000016751	0
"microtubule"	GO:0005874	5	ENSAPEG00000016766	0
"microtubule"	GO:0005874	5	ENSAPEG00000016982	0
"microtubule"	GO:0005874	5	ENSAPEG00000017047	0
"microtubule"	GO:0005874	5	ENSAPEG00000017144	0
"microtubule"	GO:0005874	5	ENSAPEG00000017221	0
"microtubule"	GO:0005874	5	ENSAPEG00000017303	0
"microtubule"	GO:0005874	5	ENSAPEG00000017313	0
"microtubule"	GO:0005874	5	ENSAPEG00000017323	0
"microtubule"	GO:0005874	5	ENSAPEG00000017356	0
"microtubule"	GO:0005874	5	ENSAPEG00000017569	0
"microtubule"	GO:0005874	5	ENSAPEG00000017584	0
"microtubule"	GO:0005874	5	ENSAPEG00000017749	0
"microtubule"	GO:0005874	5	ENSAPEG00000018126	0
"microtubule"	GO:0005874	5	ENSAPEG00000018201	0
"microtubule"	GO:0005874	5	ENSAPEG00000018318	0
"microtubule"	GO:0005874	5	ENSAPEG00000018414	0
"microtubule"	GO:0005874	5	ENSAPEG00000018615	0
"microtubule"	GO:0005874	5	ENSAPEG00000018687	0
"microtubule"	GO:0005874	5	ENSAPEG00000018821	0
"microtubule"	GO:0005874	5	ENSAPEG00000019085	0
"microtubule"	GO:0005874	5	ENSAPEG00000019529	1
"microtubule"	GO:0005874	5	ENSAPEG00000019554	0
"microtubule"	GO:0005874	5	ENSAPEG00000019697	0
"microtubule"	GO:0005874	5	ENSAPEG00000019851	1
"microtubule"	GO:0005874	5	ENSAPEG00000020317	0
"microtubule"	GO:0005874	5	ENSAPEG00000020380	0
"microtubule"	GO:0005874	5	ENSAPEG00000020856	0
"microtubule"	GO:0005874	5	ENSAPEG00000021126	0
"microtubule"	GO:0005874	5	ENSAPEG00000021363	0
"microtubule"	GO:0005874	5	ENSAPEG00000021431	0
"microtubule"	GO:0005874	5	ENSAPEG00000021465	0
"microtubule"	GO:0005874	5	ENSAPEG00000021749	0
"microtubule"	GO:0005874	5	ENSAPEG00000021940	0
"microtubule"	GO:0005874	5	ENSAPEG00000022059	0
"microtubule"	GO:0005874	5	ENSAPEG00000022162	0
"microtubule"	GO:0005874	5	ENSAPEG00000022335	0
"microtubule"	GO:0005874	5	ENSAPEG00000022367	0
"microtubule"	GO:0005874	5	ENSAPEG00000022946	0
"microtubule"	GO:0005874	5	ENSAPEG00000022971	0
"microtubule"	GO:0005874	5	ENSAPEG00000023443	0
"microtubule"	GO:0005874	5	ENSAPEG00000023655	0
"microtubule"	GO:0005874	5	ENSAPEG00000023961	0
"microtubule"	GO:0005874	5	ENSAPEG00000023968	0
"microtubule"	GO:0005874	5	ENSAPEG00000024004	0
"microtubule"	GO:0005874	5	ENSAPEG00000024390	0
"microtubule"	GO:0005874	5	ENSAPEG00000024646	0
"plasma lipoprotein particle"	GO:0034358;GO:1990777;GO:0032994	3	ENSAPEG00000006902	0
"plasma lipoprotein particle"	GO:0034358;GO:1990777;GO:0032994	3	ENSAPEG00000008965	0
"plasma lipoprotein particle"	GO:0034358;GO:1990777;GO:0032994	3	ENSAPEG00000012523	0
"plasma lipoprotein particle"	GO:0034358;GO:1990777;GO:0032994	3	ENSAPEG00000015437	0
"plasma lipoprotein particle"	GO:0034358;GO:1990777;GO:0032994	3	ENSAPEG00000023328	0
"postsynapse"	GO:0098794	2	ENSAPEG00000001963	0
"postsynapse"	GO:0098794	2	ENSAPEG00000002177	0
"postsynapse"	GO:0098794	2	ENSAPEG00000006157	0
"postsynapse"	GO:0098794	2	ENSAPEG00000007997	0
"postsynapse"	GO:0098794	2	ENSAPEG00000009089	0
"postsynapse"	GO:0098794	2	ENSAPEG00000009134	0
"postsynapse"	GO:0098794	2	ENSAPEG00000009934	0
"postsynapse"	GO:0098794	2	ENSAPEG00000010750	0
"postsynapse"	GO:0098794	2	ENSAPEG00000011812	0
"postsynapse"	GO:0098794	2	ENSAPEG00000013046	0
"postsynapse"	GO:0098794	2	ENSAPEG00000013679	0
"postsynapse"	GO:0098794	2	ENSAPEG00000015355	0
"postsynapse"	GO:0098794	2	ENSAPEG00000015613	0
"postsynapse"	GO:0098794	2	ENSAPEG00000019159	0
"postsynapse"	GO:0098794	2	ENSAPEG00000020485	0
"postsynapse"	GO:0098794	2	ENSAPEG00000020631	0
"postsynapse"	GO:0098794	2	ENSAPEG00000022220	0
"postsynapse"	GO:0098794	2	ENSAPEG00000022730	0
"postsynapse"	GO:0098794	2	ENSAPEG00000022819	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000000075	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000000547	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000009462	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000011559	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000012735	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000012959	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000014246	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000015852	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000020666	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000021423	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000022217	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000023009	0
"recycling endosome"	GO:0055037	2	ENSAPEG00000024241	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000000146	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000000999	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000001305	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000001525	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000001631	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000002053	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000002283	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003006	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003027	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003076	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003792	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003838	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003852	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000003943	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004128	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004212	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004324	1
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004420	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004477	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004503	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000004857	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000005054	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000005465	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000005645	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000006006	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000006094	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000006684	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000007481	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008089	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008117	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008134	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008146	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008508	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008816	1
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000008894	1
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000009059	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000009145	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000009588	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000009723	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000009936	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000010319	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000010928	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000011433	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000011919	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000012266	1
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000012508	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000012862	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000012983	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000013200	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000013366	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000013607	1
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000013706	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000013709	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000014591	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000014592	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000015108	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000015327	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000015652	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000015781	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000016345	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000016809	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000016960	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000017027	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000017301	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000018272	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000018508	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000019564	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000019724	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000020362	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000020495	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000020859	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000021322	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000021354	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000021548	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000021687	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000021752	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000022089	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000022565	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000022724	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000022743	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000022843	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000022930	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000023168	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000023204	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000023785	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000024142	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000024669	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000024689	0
"cytoplasmic vesicle membrane"	GO:0030659;GO:0012506	5	ENSAPEG00000024804	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000000884	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000003582	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000009649	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000010817	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000016321	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000022911	0
"Ino80 complex"	GO:0031011;GO:0033202;GO:0097346	4	ENSAPEG00000024317	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000000776	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000001789	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000001841	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000001867	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000001977	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000002552	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000003725	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000004199	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000004564	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000006497	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000006787	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000007652	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000007784	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000007828	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000009752	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000011383	1
"nuclear speck"	GO:0016607	3	ENSAPEG00000012322	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000013194	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000014342	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000015927	1
"nuclear speck"	GO:0016607	3	ENSAPEG00000016556	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000017118	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000017439	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000019263	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000022697	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000022847	1
"nuclear speck"	GO:0016607	3	ENSAPEG00000023410	0
"nuclear speck"	GO:0016607	3	ENSAPEG00000024554	1
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000001935	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000001959	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000002221	1
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000002920	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000003369	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000003385	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000004509	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000005690	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000005992	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000008529	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000008724	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000008904	0
"microtubule associated complex"	GO:0005875	2	ENSAPEG00000009226	0
