"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.718494507887184 3 137 "GO:0005768" "endosome" 1
0 0.725457444754978 8 29 "GO:0005769" "early endosome" 1
0 1 2 14 "GO:0005770" "late endosome" 1
0 1 4 8 "GO:0005776" "autophagosome" 1
0 0.100790457672836 6 41 "GO:0005777;GO:0042579" "microbody" 1
0 0.530865865673573 4 17 "GO:0005778;GO:0031903" "peroxisomal membrane" 1
0 0.883000266947044 3 366 "GO:0005783" "endoplasmic reticulum" 1
0 1 2 6 "GO:0005786;GO:0048500" "signal recognition particle, endoplasmic reticulum targeting" 1
0 1 3 28 "GO:0005788" "endoplasmic reticulum lumen" 1
0 0.817382159033578 2 315 "GO:0005789" "endoplasmic reticulum membrane" 1
0 1 2 5 "GO:0005791" "rough endoplasmic reticulum" 1
0 0.944876498384326 3 320 "GO:0005794" "Golgi apparatus" 1
0 1 4 7 "GO:0005795" "Golgi stack" 1
0 1 7 7 "GO:0005798" "Golgi-associated vesicle" 1
0 0.32941619151151 4 27 "GO:0005802" "trans-Golgi network" 1
0 1 2 11 "GO:0005811" "lipid droplet" 1
0 1 2 21 "GO:0005813" "centrosome" 1
0 0.551329633639003 2 18 "GO:0005814" "centriole" 1
0 0.621841847360376 2 73 "GO:0005815" "microtubule organizing center" 1
0 1 3 35 "GO:0005819" "spindle" 1
0 0.588557879930437 2 118 "GO:0005829" "cytosol" 1
0 0.0443169375907769 2 8 "GO:0005833" "hemoglobin complex" 0.630988778078204
0 0.439290929978715 4 13 "GO:0005834;GO:1905360" "heterotrimeric G-protein complex" 1
0 1 2 23 "GO:0005839" "proteasome core complex" 1
0 0.999560856656953 2 171 "GO:0005840" "ribosome" 1
0 1 3 5 "GO:0005849" "mRNA cleavage factor complex" 1
0 1 2 15 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 1
0 0.994015388257585 3 406 "GO:0005856" "cytoskeleton" 1
0 0.264143858496008 2 23 "GO:0005861" "troponin complex" 1
0 1 2 8 "GO:0005868" "cytoplasmic dynein complex" 1
0 1 3 5 "GO:0005869" "dynactin complex" 1
0 1 3 7 "GO:0005871" "kinesin complex" 1
0 0.989994435059886 2 148 "GO:0005874" "microtubule" 1
0 0.887908530748915 2 49 "GO:0005875" "microtubule associated complex" 1
0 0.646842519055214 4 50 "GO:0005882" "intermediate filament" 1
0 1 2 9 "GO:0005885" "Arp2/3 protein complex" 1
0 1 5 30 "GO:0005891;GO:0034704" "calcium channel complex" 1
0 1 3 5 "GO:0005892" "acetylcholine-gated channel complex" 1
0 1 4 14 "GO:0005901;GO:0044853" "caveola" 1
0 1 5 5 "GO:0005902" "microvillus" 1
0 0.589628993598602 4 20 "GO:0005905" "clathrin-coated pit" 1
0 0.973490525738287 2 160 "GO:0005911;GO:0070161" "anchoring junction" 1
0 1 2 10 "GO:0005912" "adherens junction" 1
0 1 2 35 "GO:0005921;GO:0005922" "gap junction" 1
0 0.950097595707687 2 67 "GO:0005923;GO:0070160" "bicellular tight junction" 1
0 0.551329633639003 3 18 "GO:0005925;GO:0030055" "cell-substrate junction" 1
0 0.63110213068864 3 74 "GO:0005929" "cilium" 1
0 0.055376806426973 2 9 "GO:0005930" "axoneme" 0.75262114189386
0 1 3 19 "GO:0005938" "cell cortex" 1
0 1 2 5 "GO:0005942" "phosphatidylinositol 3-kinase complex" 1
0 0.199361644433853 3 5 "GO:0005952" "cAMP-dependent protein kinase complex" 1
0 0.509473047575522 3 16 "GO:0008021;GO:0070382" "synaptic vesicle" 1
0 0.530865865673573 2 17 "GO:0008023" "transcription elongation factor complex" 1
0 1 5 37 "GO:0008076;GO:0034705" "voltage-gated potassium channel complex" 1
0 0.0251429838572469 2 6 "GO:0008180" "COP9 signalosome" 0.469859510832301
0 1 2 5 "GO:0008250" "oligosaccharyltransferase complex" 1
0 1 2 8 "GO:0008278" "cohesin complex" 1
0 0.570904527577875 3 19 "GO:0008305;GO:0098636" "integrin complex" 1
0 0.439290929978715 2 13 "GO:0009986" "cell surface" 1
0 0.500416034609823 3 107 "GO:0010008" "endosome membrane" 1
0 1 5 5 "GO:0010494" "cytoplasmic stress granule" 1
0 0.287033107274348 2 43 "GO:0012505" "endomembrane system" 1
0 0.329934379975087 3 9 "GO:0012507;GO:0030127" "COPII vesicle coat" 1
0 1 3 11 "GO:0014069;GO:0099572" "postsynaptic density" 1
0 1 3 6 "GO:0015030" "Cajal body" 1
0 1 6 16 "GO:0015629" "actin cytoskeleton" 1
0 1 4 12 "GO:0015630" "microtubule cytoskeleton" 1
0 1 2 27 "GO:0015934" "large ribosomal subunit" 1
0 1 2 16 "GO:0015935" "small ribosomal subunit" 1
0 1 4 5 "GO:0016012" "sarcoglycan complex" 1
0 1 2 8 "GO:0016272" "prefoldin complex" 1
0 1 4 11 "GO:0016282;GO:0070993;GO:0033290" "eukaryotic 48S preinitiation complex" 1
0 1 4 7 "GO:0016323" "basolateral plasma membrane" 1
0 1 4 16 "GO:0016324" "apical plasma membrane" 1
0 1 3 31 "GO:0016442;GO:0031332" "RNAi effector complex" 1
0 0.96520491963236 2 75 "GO:0016459" "myosin complex" 1
0 1 3 7 "GO:0016514" "SWI/SNF complex" 1
0 1 2 18 "GO:0016529;GO:0033017" "sarcoplasmic reticulum" 1
0 1 2 5 "GO:0016533" "protein kinase 5 complex" 1
0 1 2 27 "GO:0016592" "mediator complex" 1
0 1 2 44 "GO:0016604" "nuclear body" 1
0 1 3 10 "GO:0016605" "PML body" 1
0 1 3 28 "GO:0016607" "nuclear speck" 1
0 1 2 5 "GO:0017101" "aminoacyl-tRNA synthetase multienzyme complex" 1
0 1 3 5 "GO:0017119" "Golgi transport complex" 1
0 1 6 5 "GO:0017146;GO:0008328;GO:0098878" "NMDA selective glutamate receptor complex" 1
0 1 5 6 "GO:0019005" "SCF ubiquitin ligase complex" 1
0 1 2 10 "GO:0019773" "proteasome core complex, alpha-subunit complex" 1
0 1 3 13 "GO:0022625" "cytosolic large ribosomal subunit" 1
0 1 3 6 "GO:0030008" "TRAPP complex" 1
0 1 3 7 "GO:0030014" "CCR4-NOT complex" 1
0 1 2 5 "GO:0030015" "CCR4-NOT core complex" 1
0 1 2 6 "GO:0030017" "sarcomere" 1
0 1 2 25 "GO:0030018" "Z disc" 1
0 0.790077166789374 2 35 "GO:0030027" "lamellipodium" 1
0 0.999745439832092 2 365 "GO:0030054" "cell junction" 1
0 1 2 6 "GO:0030057" "desmosome" 1
0 0.52466689743001 3 40 "GO:0030117" "membrane coat" 1
0 0.198981542739324 2 19 "GO:0030120" "vesicle coat" 1
0 1 2 7 "GO:0030121" "AP-1 adaptor complex" 1
0 1 2 5 "GO:0030123" "AP-3 adaptor complex" 1
0 1 3 6 "GO:0030126" "COPI vesicle coat" 1
0 0.199361644433853 4 5 "GO:0030130;GO:0030125;GO:0030118;GO:0030132" "clathrin coat of trans-Golgi network vesicle" 1
0 1 2 28 "GO:0030131;GO:0030119" "AP-type membrane coat adaptor complex" 1
0 0.624672218220421 3 22 "GO:0030133" "transport vesicle" 1
0 1 2 17 "GO:0030136;GO:0030135" "coated vesicle" 1
0 0.359117974707561 2 10 "GO:0030141" "secretory granule" 1
0 1 3 31 "GO:0030286" "dynein complex" 1
0 1 2 5 "GO:0030314" "junctional membrane complex" 1
0 1 2 25 "GO:0030424" "axon" 1
0 0.712907875677125 2 28 "GO:0030425" "dendrite" 1
0 1 2 6 "GO:0030426;GO:0030427" "growth cone" 1
0 1 2 19 "GO:0030496" "midbody" 1
0 0.671728503856148 3 25 "GO:0030658" "transport vesicle membrane" 1
0 0.905384292379289 2 89 "GO:0030659;GO:0012506" "cytoplasmic vesicle membrane" 1
0 0.530865865673573 3 17 "GO:0030660" "Golgi-associated vesicle membrane" 1
0 0.737460749847548 3 30 "GO:0030662" "coated vesicle membrane" 1
0 1 2 9 "GO:0030663" "COPI-coated vesicle membrane" 1
0 1 4 13 "GO:0030665" "clathrin-coated vesicle membrane" 1
0 1 2 10 "GO:0030672;GO:0099501" "synaptic vesicle membrane" 1
0 1 2 9 "GO:0030677" "ribonuclease P complex" 1
0 1 2 13 "GO:0030684" "preribosome" 1
0 1 3 5 "GO:0030867" "rough endoplasmic reticulum membrane" 1
0 1 2 6 "GO:0031010" "ISWI-type complex" 1
0 1 3 7 "GO:0031011;GO:0033202;GO:0097346" "Ino80 complex" 1
0 0.956406246518707 2 70 "GO:0031012" "extracellular matrix" 1
0 0.0031376841607271 3 972 "GO:0031090" "organelle membrane" 0.0972249005179377
0 0.32941619151151 2 27 "GO:0031253" "cell projection membrane" 1
0 1 2 11 "GO:0031256" "leading edge membrane" 1
0 1 3 5 "GO:0031314;GO:0031312;GO:0019898" "extrinsic component of organelle membrane" 1
0 0.79648844869353 3 283 "GO:0031410;GO:0097708;GO:0031982" "vesicle" 1
0 1 2 29 "GO:0031461" "cullin-RING ubiquitin ligase complex" 1
0 0.570904527577875 2 19 "GO:0031514" "motile cilium" 1
0 1 2 31 "GO:0031901" "early endosome membrane" 1
0 0.160571235361508 2 32 "GO:0031902" "late endosome membrane" 1
0 0.1397367634719 2 30 "GO:0031965" "nuclear membrane" 1
0 6.02594733433122e-09 2 238 "GO:0031966" "mitochondrial membrane" 4.50439563241259e-07
0 1 2 12 "GO:0031981" "nuclear lumen" 1
0 1 2 7 "GO:0032039" "integrator complex" 1
0 1 3 9 "GO:0032040" "small-subunit processome" 1
0 1 4 12 "GO:0032154" "cleavage furrow" 1
0 1 3 5 "GO:0032300;GO:1990391" "mismatch repair complex" 1
0 1 4 33 "GO:0032580" "Golgi cisterna membrane" 1
0 1 2 8 "GO:0032587" "ruffle membrane" 1
0 1 3 15 "GO:0033116" "endoplasmic reticulum-Golgi intermediate compartment membrane" 1
0 1 3 6 "GO:0033162;GO:0090741" "pigment granule membrane" 1
0 0.0278122889202397 2 27 "GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.489169081597157
0 1 3 16 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 1
0 1 2 12 "GO:0033179" "proton-transporting V-type ATPase, V0 domain" 1
0 1 2 7 "GO:0033180" "proton-transporting V-type ATPase, V1 domain" 1
0 1 3 8 "GO:0033588" "elongator holoenzyme complex" 1
0 0.0172525194704107 3 5 "GO:0034358;GO:1990777;GO:0032994" "lipoprotein particle" 0.3684645229752
0 0.26753910224876 2 7 "GO:0034464" "BBSome" 1
0 0.879674741535179 2 144 "GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 1
0 0.715017439229622 3 84 "GO:0034703" "cation channel complex" 1
0 0.871759233444695 5 46 "GO:0034707" "chloride channel complex" 1
0 1 2 17 "GO:0034708" "methyltransferase complex" 1
0 1 2 6 "GO:0035267;GO:0043189" "H4/H2A histone acetyltransferase complex" 1
0 1 2 7 "GO:0035805;GO:0030312" "egg coat" 1
0 1 2 9 "GO:0036064" "ciliary basal body" 1
0 1 3 29 "GO:0036464;GO:0035770" "cytoplasmic ribonucleoprotein granule" 1
0 1 3 5 "GO:0038201" "TOR complex" 1
0 1 4 19 "GO:0042383" "sarcolemma" 1
0 1 7 9 "GO:0042470;GO:0048770" "pigment granule" 1
0 1 2 6 "GO:0042555" "MCM complex" 1
0 1 2 7 "GO:0042575" "DNA polymerase complex" 1
0 1 2 11 "GO:0042613;GO:0042611" "MHC class II protein complex" 1
0 1 2 6 "GO:0042645;GO:0009295" "mitochondrial nucleoid" 1
0 1 5 5 "GO:0042765;GO:0008303" "caspase complex" 1
0 0.964753326785512 2 249 "GO:0042995" "cell projection" 1
0 0.937501076250215 4 62 "GO:0043005" "neuron projection" 1
0 1 5 5 "GO:0043186" "P granule" 1
0 1 4 9 "GO:0043197;GO:0044309" "dendritic spine" 1
0 1 2 17 "GO:0043204" "perikaryon" 1
0 0.999999999989478 2 985 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 1
0 0.44947105348556 2 101 "GO:0043233;GO:0070013;GO:0031974" "organelle lumen" 1
0 1 2 8 "GO:0043240" "Fanconi anaemia nuclear complex" 1
0 1 3 8 "GO:0044218;GO:0044217;GO:0042151" "nematocyst" 1
0 1 3 43 "GO:0044391" "ribosomal subunit" 1
0 0.299427982914185 2 8 "GO:0045095" "keratin filament" 1
0 0.686069849049499 3 26 "GO:0045121;GO:0098857" "membrane microdomain" 1
0 0.998889636813856 2 202 "GO:0045202" "synapse" 1
0 0.954717944288575 2 109 "GO:0045211;GO:0097060" "synaptic membrane" 1
0 1 4 7 "GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 1
0 0.0032516689136434 4 15 "GO:0045263" "proton-transporting ATP synthase complex, coupling factor F(o)" 0.0972249005179377
0 1 4 5 "GO:0045335;GO:0030139" "phagocytic vesicle" 1
0 1 2 16 "GO:0046540;GO:0097526" "U4/U6 x U5 tri-snRNP complex" 1
0 1.8473896595037e-05 2 21 "GO:0046930" "pore complex" 0.000920615846986011
0 1 2 11 "GO:0048188;GO:0035097" "histone methyltransferase complex" 1
0 0.78046981131784 2 34 "GO:0048471" "perinuclear region of cytoplasm" 1
0 1 2 5 "GO:0048786" "presynaptic active zone" 1
0 1 2 13 "GO:0055029" "nuclear DNA-directed RNA polymerase complex" 1
0 1 6 13 "GO:0055037" "recycling endosome" 1
0 0.439290929978715 2 13 "GO:0055038" "recycling endosome membrane" 1
0 0.413742764805124 3 12 "GO:0060170" "ciliary membrane" 1
0 0.359117974707561 3 10 "GO:0061617" "MICOS complex" 1
0 0.931617363853636 4 60 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 1
0 1 2 40 "GO:0062023" "collagen-containing extracellular matrix" 1
0 0.0351944000764106 2 29 "GO:0070069" "cytochrome complex" 0.546203602911359
0 1 5 14 "GO:0070461" "SAGA-type complex" 1
0 0.00106522620108672 2 38 "GO:0070469" "respirasome" 0.0398128292656162
0 1 3 28 "GO:0070603;GO:1904949" "ATPase complex" 1
0 1 3 5 "GO:0070652" "HAUS complex" 1
0 1 2 33 "GO:0071944" "cell periphery" 1
0 1 3 5 "GO:0072546" "EMC complex" 1
0 1 2 32 "GO:0090575" "RNA polymerase II transcription regulator complex" 1
0 1 3 40 "GO:0097525;GO:0030532;GO:0120114" "Sm-like protein family complex" 1
0 1 2 9 "GO:0098533;GO:0005890;GO:0090533" "ATPase dependent transmembrane transport complex" 1
0 0.462276730393232 2 488 "GO:0098588" "bounding membrane of organelle" 1
0 0.89945635177839 2 209 "GO:0098590" "plasma membrane region" 1
0 0.892828245273276 2 50 "GO:0098687" "chromosomal region" 1
0 0.482891781360741 3 37 "GO:0098791;GO:0031984" "organelle subcompartment" 1
0 0.671728503856148 2 25 "GO:0098793" "presynapse" 1
0 1 2 19 "GO:0098794" "postsynapse" 1
0 0.0365353580542715 2 475 "GO:0098796" "membrane protein complex" 0.546203602911359
0 0.430362132316384 2 210 "GO:0098797" "plasma membrane protein complex" 1
0 0.299427982914185 2 8 "GO:0098799" "outer mitochondrial membrane protein complex" 1
0 0.0101802107741413 2 84 "GO:0098800;GO:0098798" "mitochondrial protein-containing complex" 0.253656918455687
0 0.497067449639352 3 38 "GO:0098802;GO:0043235" "receptor complex" 1
0 0.034116438435723 3 42 "GO:0098803" "respiratory chain complex" 0.546203602911359
0 1 4 20 "GO:0098858;GO:0030175" "actin-based cell projection" 1
0 0.759922255772204 2 32 "GO:0099023" "vesicle tethering complex" 1
0 0.31319487402236 3 26 "GO:0099503" "secretory vesicle" 1
0 0.99713930704553 3 260 "GO:0099513;GO:0099512;GO:0099081;GO:0099080" "supramolecular complex" 1
0 0.803211395761127 3 180 "GO:0120025" "plasma membrane bounded cell projection" 1
0 0.999922406129909 2 356 "GO:0140513" "nuclear protein-containing complex" 1
0 1 2 25 "GO:0140534" "endoplasmic reticulum protein-containing complex" 1
0 0.997426844631933 2 224 "GO:0140535" "intracellular protein-containing complex" 1
0 0.998714047972122 2 391 "GO:1902494" "catalytic complex" 1
0 0.487109195757816 6 15 "GO:1902554;GO:1902911" "protein kinase complex" 1
0 1 3 17 "GO:1902555" "endoribonuclease complex" 1
0 1 5 9 "GO:1902562" "H4 histone acetyltransferase complex" 1
0 1 2 67 "GO:1905368" "peptidase complex" 1
0 0.193408298102176 2 35 "GO:1990204" "oxidoreductase complex" 1
0 0.982585442039144 2 172 "GO:1990234" "transferase complex" 1
0 0.999999752186738 2 331 "GO:1990904" "ribonucleoprotein complex" 1
