"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.160605034085756 2 27 "GO:0031253" "cell projection membrane" 0.889276022067427
0 0.596424414423357 2 11 "GO:0031256" "leading edge membrane" 1
0 1 3 5 "GO:0031314;GO:0031312;GO:0019898" "extrinsic component of organelle membrane" 1
0 0.0142151745025853 4 283 "GO:0031410;GO:0097708;GO:0031982" "vesicle" 0.132823036758531
0 1 2 29 "GO:0031461" "cullin-RING ubiquitin ligase complex" 1
0 1 4 19 "GO:0031514" "motile cilium" 1
0 1 2 31 "GO:0031901" "early endosome membrane" 1
0 0.929011903113093 4 32 "GO:0031902" "late endosome membrane" 1
0 0.698969497532216 2 30 "GO:0031965" "nuclear membrane" 1
0 0.999996474773839 2 238 "GO:0031966" "mitochondrial membrane" 1
0 1 2 12 "GO:0031981" "nuclear lumen" 1
0 1 2 7 "GO:0032039" "integrator complex" 1
0 1 2 9 "GO:0032040" "small-subunit processome" 1
0 0.0632073171704632 4 12 "GO:0032154" "cleavage furrow" 0.429522450772011
0 1 3 5 "GO:0032300;GO:1990391" "mismatch repair complex" 1
0 0.74821045997234 6 33 "GO:0032580" "Golgi cisterna membrane" 1
0 0.483005575155334 3 8 "GO:0032587" "ruffle membrane" 1
0 1 5 15 "GO:0033116" "endoplasmic reticulum-Golgi intermediate compartment membrane" 1
0 1 2 6 "GO:0033162;GO:0090741" "melanosome membrane" 1
0 0.361462348034579 3 27 "GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 1
0 1 3 16 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 1
0 0.0632073171704632 2 12 "GO:0033179" "proton-transporting V-type ATPase, V0 domain" 0.429522450772011
0 1 4 7 "GO:0033180" "proton-transporting V-type ATPase, V1 domain" 1
0 1 2 8 "GO:0033588" "elongator holoenzyme complex" 1
0 1 3 5 "GO:0034358;GO:1990777;GO:0032994" "plasma lipoprotein particle" 1
0 0.438531778558616 2 7 "GO:0034464" "BBSome" 1
0 1.01046721278628e-11 4 144 "GO:0034702;GO:1902495;GO:1990351" "transmembrane transporter complex" 1.00709898874366e-09
0 3.11110399905975e-07 2 84 "GO:0034703" "cation channel complex" 1.86967703781129e-05
0 0.00262919318593222 2 46 "GO:0034707" "chloride channel complex" 0.0314451505037494
0 1 4 17 "GO:0034708" "methyltransferase complex" 1
0 1 2 6 "GO:0035267;GO:0043189" "H4/H2A histone acetyltransferase complex" 1
0 1 2 7 "GO:0035805;GO:0030312" "egg coat" 1
0 1 3 9 "GO:0036064" "ciliary basal body" 1
0 0.908966720903213 3 29 "GO:0036464;GO:0035770" "cytoplasmic ribonucleoprotein granule" 1
0 1 3 5 "GO:0038201" "TOR complex" 1
0 0.450347548841865 2 19 "GO:0042383" "sarcolemma" 1
0 1 8 9 "GO:0042470;GO:0048770" "melanosome" 1
0 1 2 6 "GO:0042555" "MCM complex" 1
0 1 2 7 "GO:0042575" "DNA polymerase complex" 1
0 1 5 11 "GO:0042613;GO:0042611" "MHC class II protein complex" 1
0 1 2 6 "GO:0042645;GO:0009295" "mitochondrial nucleoid" 1
0 1 4 5 "GO:0042765;GO:0008303" "GPI-anchor transamidase complex" 1
0 1.38943320869261e-06 2 249 "GO:0042995" "cell projection" 5.19300661748863e-05
0 7.23816020094816e-07 3 62 "GO:0043005" "neuron projection" 3.09172842869071e-05
0 0.337810433389389 5 5 "GO:0043186" "P granule" 1
0 0.0287978385719264 4 9 "GO:0043197;GO:0044309" "dendritic spine" 0.253251580382529
0 0.00842126715553879 2 17 "GO:0043204" "perikaryon" 0.0839319626502033
0 0.99927127947395 2 985 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 1
0 0.999776790024482 3 101 "GO:0043233;GO:0070013;GO:0031974" "organelle lumen" 1
0 1 3 8 "GO:0043240" "Fanconi anaemia nuclear complex" 1
0 0.483005575155334 2 8 "GO:0044218;GO:0044217;GO:0042151" "other organism cell membrane" 1
0 0.97151776709118 3 43 "GO:0044391" "ribosomal subunit" 1
0 1 3 8 "GO:0045095" "keratin filament" 1
0 0.883278786423223 3 26 "GO:0045121;GO:0098857" "membrane microdomain" 1
0 4.7321650491598e-28 2 202 "GO:0045202" "synapse" 1.41491734969878e-25
0 9.590985300092e-06 2 109 "GO:0045211;GO:0097060" "synaptic membrane" 0.000260700418611592
0 1 4 7 "GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 1
0 1 4 15 "GO:0045263" "proton-transporting ATP synthase complex, coupling factor F(o)" 1
0 1 5 5 "GO:0045335;GO:0030139" "endocytic vesicle" 1
0 1 6 16 "GO:0046540;GO:0097526" "U4/U6 x U5 tri-snRNP complex" 1
0 0.823428147228147 3 21 "GO:0046930" "pore complex" 1
0 1 2 11 "GO:0048188;GO:0035097" "histone methyltransferase complex" 1
0 0.939863300445003 2 34 "GO:0048471" "perinuclear region of cytoplasm" 1
0 3.02872505142251e-06 2 5 "GO:0048786" "presynaptic active zone" 0.00010062097670837
0 1 3 13 "GO:0055029" "nuclear DNA-directed RNA polymerase complex" 1
0 0.657877452065375 8 13 "GO:0055037" "recycling endosome" 1
0 0.0775129009902398 2 13 "GO:0055038" "recycling endosome membrane" 0.482840779085035
0 0.244515799207486 5 12 "GO:0060170" "ciliary membrane" 1
0 1 2 10 "GO:0061617" "MICOS complex" 1
0 0.864645541201582 4 60 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 1
0 0.390985248873762 3 40 "GO:0062023" "collagen-containing extracellular matrix" 1
0 0.908966720903213 2 29 "GO:0070069" "cytochrome complex" 1
0 1 2 14 "GO:0070461" "SAGA-type complex" 1
0 0.956851989486158 2 38 "GO:0070469" "respirasome" 1
0 0.176460155132929 3 28 "GO:0070603;GO:1904949" "SWI/SNF superfamily-type complex" 0.959301570631741
0 1 2 5 "GO:0070652" "HAUS complex" 1
0 0.115064751136128 2 33 "GO:0071944" "cell periphery" 0.688087211794046
0 1 2 5 "GO:0072546" "EMC complex" 1
0 1 3 32 "GO:0090575" "RNA polymerase II transcription regulator complex" 1
0 1 3 40 "GO:0097525;GO:0030532;GO:0120114" "Sm-like protein family complex" 1
0 1.61725312072089e-05 4 9 "GO:0098533;GO:0005890;GO:0090533" "ATPase dependent transmembrane transport complex" 0.000345399059353962
0 0.702702229338311 2 488 "GO:0098588" "bounding membrane of organelle" 1
0 7.85326463053758e-05 3 209 "GO:0098590" "plasma membrane region" 0.00130451451362819
0 0.915043009544983 2 50 "GO:0098687" "chromosomal region" 1
0 1 2 37 "GO:0098791;GO:0031984" "organelle subcompartment" 1
0 7.2255079820745e-05 2 25 "GO:0098793" "presynapse" 0.00127083934508252
0 0.0578060583629816 2 19 "GO:0098794" "postsynapse" 0.421561254891012
0 0.00117982192292301 2 475 "GO:0098796" "membrane protein complex" 0.0153376849979991
0 1.44822666640584e-05 2 210 "GO:0098797" "plasma membrane protein complex" 0.000333092133273343
0 1 2 8 "GO:0098799" "outer mitochondrial membrane protein complex" 1
0 0.999069930162111 2 84 "GO:0098800;GO:0098798" "mitochondrial protein-containing complex" 1
0 1 2 38 "GO:0098802;GO:0043235" "receptor complex" 1
0 0.856428439608737 3 42 "GO:0098803" "respiratory chain complex" 1
0 0.20706149518633 2 20 "GO:0098858;GO:0030175" "actin-based cell projection" 1
0 1 2 32 "GO:0099023" "vesicle tethering complex" 1
0 1.44089309180043e-05 6 26 "GO:0099503" "secretory vesicle" 0.000333092133273343
0 6.9517162714665e-07 4 260 "GO:0099513;GO:0099512;GO:0099081;GO:0099080" "supramolecular complex" 3.09172842869071e-05
0 0.00736708356498812 2 180 "GO:0120025" "plasma membrane bounded cell projection" 0.0781539910366021
0 0.999997584955052 2 356 "GO:0140513" "nuclear protein-containing complex" 1
0 1 2 25 "GO:0140534" "endoplasmic reticulum protein-containing complex" 1
0 0.999254780269952 2 224 "GO:0140535" "intracellular protein-containing complex" 1
0 0.954355739340474 2 391 "GO:1902494" "catalytic complex" 1
0 0.10982925970102 6 15 "GO:1902554;GO:1902911" "protein kinase complex" 0.670182625522551
0 1 3 17 "GO:1902555" "endoribonuclease complex" 1
0 1 2 9 "GO:1902562" "H4 histone acetyltransferase complex" 1
0 1 3 67 "GO:1905368" "peptidase complex" 1
0 0.944651512690273 3 35 "GO:1990204" "oxidoreductase complex" 1
0 0.994897798803943 2 172 "GO:1990234" "transferase complex" 1
0 0.999657439904082 2 331 "GO:1990904" "ribonucleoprotein complex" 1
